,Nominative,accusative_nom,accusative_gen,genitive,partitive,inessive,elative,illative,adessive,ablative,allative,essive,translative,abessive
1229,ihmisoikeus,ihmisoikeus,ihmisoikeuden,ihmisoikeuden,ihmisoikeutta,ihmisoikeudessa,ihmisoikeudesta,ihmisoikeuteen,ihmisoikeudella,ihmisoikeudelta,ihmisoikeudelle,ihmisoikeutena,ihmisoikeudeksi,ihmisoikeudetta
1230,hautausmaa,hautausmaa,hautausmaan,hautausmaan,hautausmaata,hautausmaassa,hautausmaasta,hautausmaahan,hautausmaalla,hautausmaalta,hautausmaalle,hautausmaana,hautausmaaksi,hautausmaatta
1231,kilpailukyky,kilpailukyky,kilpailukyvyn,kilpailukyvyn,kilpailukykyä,kilpailukyvyssä,kilpailukyvystä,kilpailukykyyn,kilpailukyvyllä,kilpailukyvyltä,kilpailukyvylle,kilpailukykynä,kilpailukyvyksi,kilpailukyvyttä
1232,kohtaaminen,kohtaaminen,kohtaamisen,kohtaamisen,kohtaamista,kohtaamisessa,kohtaamisesta,kohtaamiseen,kohtaamisella,kohtaamiselta,kohtaamiselle,kohtaamisena,kohtaamiseksi,kohtaamisetta
1233,keskussairaala,keskussairaala,keskussairaalan,keskussairaalan,keskussairaalaa,keskussairaalassa,keskussairaalasta,keskussairaalaan,keskussairaalalla,keskussairaalalta,keskussairaalalle,keskussairaalana,keskussairaalaksi,keskussairaalatta
1234,latu,latu,ladun,ladun,latua,ladussa,ladusta,latuun,ladulla,ladulta,ladulle,latuna,laduksi,ladutta
1235,valtatie,valtatie,valtatien,valtatien,valtatietä,valtatiessä,valtatiestä,valtatiehen,valtatiellä,valtatieltä,valtatielle,valtatienä,valtatieksi,valtatiettä
1236,emäntä,emäntä,emännän,emännän,emäntää,emännässä,emännästä,emäntään,emännällä,emännältä,emännälle,emäntänä,emännäksi,emännättä
1237,valuutta,valuutta,valuutan,valuutan,valuuttaa,valuutassa,valuutasta,valuuttaan,valuutalla,valuutalta,valuutalle,valuuttana,valuutaksi,valuutatta
1238,rannikko,rannikko,rannikon,rannikon,rannikkoa,rannikossa,rannikosta,rannikkoon,rannikolla,rannikolta,rannikolle,rannikkona,rannikoksi,rannikotta
1239,susi,susi,suden,suden,sutta,sudessa,sudesta,suteen,sudella,sudelta,sudelle,sutena,sudeksi,sudetta
1240,syöttö,syöttö,syötön,syötön,syöttöä,syötössä,syötöstä,syöttöön,syötöllä,syötöltä,syötölle,syöttönä,syötöksi,syötöttä
1241,rekka,rekka,rekan,rekan,rekkaa,rekassa,rekasta,rekkaan,rekalla,rekalta,rekalle,rekkana,rekaksi,rekatta
1242,linjaus,linjaus,linjauksen,linjauksen,linjausta,linjauksessa,linjauksesta,linjaukseen,linjauksella,linjaukselta,linjaukselle,linjauksena,linjaukseksi,linjauksetta
1243,sielu,sielu,sielun,sielun,sielua,sielussa,sielusta,sieluun,sielulla,sielulta,sielulle,sieluna,sieluksi,sielutta
1244,tupakka,tupakka,tupakan,tupakan,tupakkaa,tupakassa,tupakasta,tupakkaan,tupakalla,tupakalta,tupakalle,tupakkana,tupakaksi,tupakatta
1245,ulkopuolinen,ulkopuolinen,ulkopuolisen,ulkopuolisen,ulkopuolista,ulkopuolisessa,ulkopuolisesta,ulkopuoliseen,ulkopuolisella,ulkopuoliselta,ulkopuoliselle,ulkopuolisena,ulkopuoliseksi,ulkopuolisetta
1246,voi,voi,voin,voin,voita,voissa,voista,voihin,voilla,voilta,voille,voina,voiksi,voitta
1247,konferenssi,konferenssi,konferenssin,konferenssin,konferenssia,konferenssissa,konferenssista,konferenssiin,konferenssilla,konferenssilta,konferenssille,konferenssina,konferenssiksi,konferenssitta
1248,mittari,mittari,mittarin,mittarin,mittaria,mittarissa,mittarista,mittariin,mittarilla,mittarilta,mittarille,mittarina,mittariksi,mittaritta
1249,kenkä,kenkä,kengän,kengän,kenkää,kengässä,kengästä,kenkään,kengällä,kengältä,kengälle,kenkänä,kengäksi,kengättä
1250,satu,satu,sadun,sadun,satua,sadussa,sadusta,satuun,sadulla,sadulta,sadulle,satuna,saduksi,sadutta
1251,miehistö,miehistö,miehistön,miehistön,miehistöä,miehistössä,miehistöstä,miehistöön,miehistöllä,miehistöltä,miehistölle,miehistönä,miehistöksi,miehistöttä
1252,vaalikausi,vaalikausi,vaalikauden,vaalikauden,vaalikautta,vaalikaudessa,vaalikaudesta,vaalikauteen,vaalikaudella,vaalikaudelta,vaalikaudelle,vaalikautena,vaalikaudeksi,vaalikaudetta
1253,ympäristöministeriö,ympäristöministeriö,ympäristöministeriön,ympäristöministeriön,ympäristöministeriötä,ympäristöministeriössä,ympäristöministeriöstä,ympäristöministeriöön,ympäristöministeriöllä,ympäristöministeriöltä,ympäristöministeriölle,ympäristöministeriönä,ympäristöministeriöksi,ympäristöministeriöttä
1254,kansi,kansi,kannen,kannen,kantta,kannessa,kannesta,kanteen,kannella,kannelta,kannelle,kantena,kanneksi,kannetta
1255,jäähalli,jäähalli,jäähallin,jäähallin,jäähallia,jäähallissa,jäähallista,jäähalliin,jäähallilla,jäähallilta,jäähallille,jäähallina,jäähalliksi,jäähallitta
1256,metsäteollisuus,metsäteollisuus,metsäteollisuuden,metsäteollisuuden,metsäteollisuutta,metsäteollisuudessa,metsäteollisuudesta,metsäteollisuuteen,metsäteollisuudella,metsäteollisuudelta,metsäteollisuudelle,metsäteollisuutena,metsäteollisuudeksi,metsäteollisuudetta
1257,maapallo,maapallo,maapallon,maapallon,maapalloa,maapallossa,maapallosta,maapalloon,maapallolla,maapallolta,maapallolle,maapallona,maapalloksi,maapallotta
1258,tulli,tulli,tullin,tullin,tullia,tullissa,tullista,tulliin,tullilla,tullilta,tullille,tullina,tulliksi,tullitta
1259,tiedotustilaisuus,tiedotustilaisuus,tiedotustilaisuuden,tiedotustilaisuuden,tiedotustilaisuutta,tiedotustilaisuudessa,tiedotustilaisuudesta,tiedotustilaisuuteen,tiedotustilaisuudella,tiedotustilaisuudelta,tiedotustilaisuudelle,tiedotustilaisuutena,tiedotustilaisuudeksi,tiedotustilaisuudetta
1260,eväs,eväs,evään,evään,evästä,eväässä,eväästä,evääseen,eväällä,eväältä,eväälle,eväänä,evääksi,eväättä
1261,uutuus,uutuus,uutuuden,uutuuden,uutuutta,uutuudessa,uutuudesta,uutuuteen,uutuudella,uutuudelta,uutuudelle,uutuutena,uutuudeksi,uutuudetta
1262,virus,virus,viruksen,viruksen,virusta,viruksessa,viruksesta,virukseen,viruksella,virukselta,virukselle,viruksena,virukseksi,viruksetta
1263,tutkimuslaitos,tutkimuslaitos,tutkimuslaitoksen,tutkimuslaitoksen,tutkimuslaitosta,tutkimuslaitoksessa,tutkimuslaitoksesta,tutkimuslaitokseen,tutkimuslaitoksella,tutkimuslaitokselta,tutkimuslaitokselle,tutkimuslaitoksena,tutkimuslaitokseksi,tutkimuslaitoksetta
1264,kaksikko,kaksikko,kaksikon,kaksikon,kaksikkoa,kaksikossa,kaksikosta,kaksikkoon,kaksikolla,kaksikolta,kaksikolle,kaksikkona,kaksikoksi,kaksikotta
1265,anti,anti,annin,annin,antia,annissa,annista,antiin,annilla,annilta,annille,antina,anniksi,annitta
1266,loppuvuosi,loppuvuosi,loppuvuoden,loppuvuoden,loppuvuotta,loppuvuodessa,loppuvuodesta,loppuvuoteen,loppuvuodella,loppuvuodelta,loppuvuodelle,loppuvuotena,loppuvuodeksi,loppuvuodetta
1267,pala,pala,palan,palan,palaa,palassa,palasta,palaan,palalla,palalta,palalle,palana,palaksi,palatta
1268,puheenjohtajamaa,puheenjohtajamaa,puheenjohtajamaan,puheenjohtajamaan,puheenjohtajamaata,puheenjohtajamaassa,puheenjohtajamaasta,puheenjohtajamaahan,puheenjohtajamaalla,puheenjohtajamaalta,puheenjohtajamaalle,puheenjohtajamaana,puheenjohtajamaaksi,puheenjohtajamaatta
1269,olympiakomitea,olympiakomitea,olympiakomitean,olympiakomitean,olympiakomiteaa,olympiakomiteassa,olympiakomiteasta,olympiakomiteaan,olympiakomitealla,olympiakomitealta,olympiakomitealle,olympiakomiteana,olympiakomiteaksi,olympiakomiteatta
1270,kymppi,kymppi,kympin,kympin,kymppiä,kympissä,kympistä,kymppiin,kympillä,kympiltä,kympille,kymppinä,kympiksi,kympittä
1271,nuoruus,nuoruus,nuoruuden,nuoruuden,nuoruutta,nuoruudessa,nuoruudesta,nuoruuteen,nuoruudella,nuoruudelta,nuoruudelle,nuoruutena,nuoruudeksi,nuoruudetta
1272,korkeakoulu,korkeakoulu,korkeakoulun,korkeakoulun,korkeakoulua,korkeakoulussa,korkeakoulusta,korkeakouluun,korkeakoululla,korkeakoululta,korkeakoululle,korkeakouluna,korkeakouluksi,korkeakoulutta
1273,teoria,teoria,teorian,teorian,teoriaa,teoriassa,teoriasta,teoriaan,teorialla,teorialta,teorialle,teoriana,teoriaksi,teoriatta
1274,lääketiede,lääketiede,lääketieteen,lääketieteen,lääketiedettä,lääketieteessä,lääketieteestä,lääketieteeseen,lääketieteellä,lääketieteeltä,lääketieteelle,lääketieteenä,lääketieteeksi,lääketieteettä
1275,saaja,saaja,saajan,saajan,saajaa,saajassa,saajasta,saajaan,saajalla,saajalta,saajalle,saajana,saajaksi,saajatta
1276,suru,suru,surun,surun,surua,surussa,surusta,suruun,surulla,surulta,surulle,suruna,suruksi,surutta
1277,ydin,ydin,ytimen,ytimen,ydintä,ytimessä,ytimestä,ytimeen,ytimellä,ytimeltä,ytimelle,ytimenä,ytimeksi,ytimettä
1278,niska,niska,niskan,niskan,niskaa,niskassa,niskasta,niskaan,niskalla,niskalta,niskalle,niskana,niskaksi,niskatta
1279,epävarmuus,epävarmuus,epävarmuuden,epävarmuuden,epävarmuutta,epävarmuudessa,epävarmuudesta,epävarmuuteen,epävarmuudella,epävarmuudelta,epävarmuudelle,epävarmuutena,epävarmuudeksi,epävarmuudetta
1280,peruskorjaus,peruskorjaus,peruskorjauksen,peruskorjauksen,peruskorjausta,peruskorjauksessa,peruskorjauksesta,peruskorjaukseen,peruskorjauksella,peruskorjaukselta,peruskorjaukselle,peruskorjauksena,peruskorjaukseksi,peruskorjauksetta
1281,reuna,reuna,reunan,reunan,reunaa,reunassa,reunasta,reunaan,reunalla,reunalta,reunalle,reunana,reunaksi,reunatta
1282,syntymä,syntymä,syntymän,syntymän,syntymää,syntymässä,syntymästä,syntymään,syntymällä,syntymältä,syntymälle,syntymänä,syntymäksi,syntymättä
1283,kulma,kulma,kulman,kulman,kulmaa,kulmassa,kulmasta,kulmaan,kulmalla,kulmalta,kulmalle,kulmana,kulmaksi,kulmatta
1284,lämpötila,lämpötila,lämpötilan,lämpötilan,lämpötilaa,lämpötilassa,lämpötilasta,lämpötilaan,lämpötilalla,lämpötilalta,lämpötilalle,lämpötilana,lämpötilaksi,lämpötilatta
1285,ydinvoima,ydinvoima,ydinvoiman,ydinvoiman,ydinvoimaa,ydinvoimassa,ydinvoimasta,ydinvoimaan,ydinvoimalla,ydinvoimalta,ydinvoimalle,ydinvoimana,ydinvoimaksi,ydinvoimatta
1286,ilmavoima,ilmavoima,ilmavoiman,ilmavoiman,ilmavoimaa,ilmavoimassa,ilmavoimasta,ilmavoimaan,ilmavoimalla,ilmavoimalta,ilmavoimalle,ilmavoimana,ilmavoimaksi,ilmavoimatta
1287,kapellimestari,kapellimestari,kapellimestarin,kapellimestarin,kapellimestaria,kapellimestarissa,kapellimestarista,kapellimestariin,kapellimestarilla,kapellimestarilta,kapellimestarille,kapellimestarina,kapellimestariksi,kapellimestaritta
1288,portti,portti,portin,portin,porttia,portissa,portista,porttiin,portilla,portilta,portille,porttina,portiksi,portitta
1289,elementti,elementti,elementin,elementin,elementtia,elementissa,elementista,elementtiin,elementilla,elementilta,elementille,elementtina,elementiksi,elementitta
1290,taksi,taksi,taksin,taksin,taksia,taksissa,taksista,taksiin,taksilla,taksilta,taksille,taksina,taksiksi,taksitta
1291,ammattitaito,ammattitaito,ammattitaidon,ammattitaidon,ammattitaitoa,ammattitaidossa,ammattitaidosta,ammattitaitoon,ammattitaidolla,ammattitaidolta,ammattitaidolle,ammattitaitona,ammattitaidoksi,ammattitaidotta
1292,kielto,kielto,kiellon,kiellon,kieltoa,kiellossa,kiellosta,kieltoon,kiellolla,kiellolta,kiellolle,kieltona,kielloksi,kiellotta
1293,laajentuminen,laajentuminen,laajentumisen,laajentumisen,laajentumista,laajentumisessa,laajentumisesta,laajentumiseen,laajentumisella,laajentumiselta,laajentumiselle,laajentumisena,laajentumiseksi,laajentumisetta
1294,häiriö,häiriö,häiriön,häiriön,häiriötä,häiriössä,häiriöstä,häiriöön,häiriöllä,häiriöltä,häiriölle,häiriönä,häiriöksi,häiriöttä
1295,arkipäivä,arkipäivä,arkipäivän,arkipäivän,arkipäivää,arkipäivässä,arkipäivästä,arkipäivään,arkipäivällä,arkipäivältä,arkipäivälle,arkipäivänä,arkipäiväksi,arkipäivättä
1296,haku,haku,haun,haun,hakua,haussa,hausta,hakuun,haulla,haulta,haulle,hakuna,hauksi,hautta
1297,palkkio,palkkio,palkkion,palkkion,palkkiota,palkkiossa,palkkiosta,palkkioon,palkkiolla,palkkiolta,palkkiolle,palkkiona,palkkioksi,palkkiotta
1298,pykälä,pykälä,pykälän,pykälän,pykälää,pykälässä,pykälästä,pykälään,pykälällä,pykälältä,pykälälle,pykälänä,pykäläksi,pykälättä
1299,suurlähettiläs,suurlähettiläs,suurlähettilään,suurlähettilään,suurlähettilästä,suurlähettiläässä,suurlähettiläästä,suurlähettilääseen,suurlähettiläällä,suurlähettiläältä,suurlähettiläälle,suurlähettiläänä,suurlähettilääksi,suurlähettiläättä
1300,tulva,tulva,tulvan,tulvan,tulvaa,tulvassa,tulvasta,tulvaan,tulvalla,tulvalta,tulvalle,tulvana,tulvaksi,tulvatta
1301,epäily,epäily,epäilyn,epäilyn,epäilyä,epäilyssä,epäilystä,epäilyyn,epäilyllä,epäilyltä,epäilylle,epäilynä,epäilyksi,epäilyttä
1302,maaperä,maaperä,maaperän,maaperän,maaperää,maaperässä,maaperästä,maaperään,maaperällä,maaperältä,maaperälle,maaperänä,maaperäksi,maaperättä
1303,valtionosuus,valtionosuus,valtionosuuden,valtionosuuden,valtionosuutta,valtionosuudessa,valtionosuudesta,valtionosuuteen,valtionosuudella,valtionosuudelta,valtionosuudelle,valtionosuutena,valtionosuudeksi,valtionosuudetta
1304,kehitysmaa,kehitysmaa,kehitysmaan,kehitysmaan,kehitysmaata,kehitysmaassa,kehitysmaasta,kehitysmaahan,kehitysmaalla,kehitysmaalta,kehitysmaalle,kehitysmaana,kehitysmaaksi,kehitysmaatta
1305,oppiminen,oppiminen,oppimisen,oppimisen,oppimista,oppimisessa,oppimisesta,oppimiseen,oppimisella,oppimiselta,oppimiselle,oppimisena,oppimiseksi,oppimisetta
1306,sosialidemokraatti,sosialidemokraatti,sosialidemokraatin,sosialidemokraatin,sosialidemokraattia,sosialidemokraatissa,sosialidemokraatista,sosialidemokraattiin,sosialidemokraatilla,sosialidemokraatilta,sosialidemokraatille,sosialidemokraattina,sosialidemokraatiksi,sosialidemokraatitta
1307,sukupuoli,sukupuoli,sukupuolen,sukupuolen,sukupuolta,sukupuolessa,sukupuolesta,sukupuoleen,sukupuolella,sukupuolelta,sukupuolelle,sukupuolena,sukupuoleksi,sukupuoletta
1308,kahvila,kahvila,kahvilan,kahvilan,kahvilaa,kahvilassa,kahvilasta,kahvilaan,kahvilalla,kahvilalta,kahvilalle,kahvilana,kahvilaksi,kahvilatta
1309,kunnanvaltuusto,kunnanvaltuusto,kunnanvaltuuston,kunnanvaltuuston,kunnanvaltuustoa,kunnanvaltuustossa,kunnanvaltuustosta,kunnanvaltuustoon,kunnanvaltuustolla,kunnanvaltuustolta,kunnanvaltuustolle,kunnanvaltuustona,kunnanvaltuustoksi,kunnanvaltuustotta
1310,opisto,opisto,opiston,opiston,opistoa,opistossa,opistosta,opistoon,opistolla,opistolta,opistolle,opistona,opistoksi,opistotta
1311,sävellys,sävellys,sävellyksen,sävellyksen,sävellystä,sävellyksessä,sävellyksestä,sävellykseen,sävellyksellä,sävellykseltä,sävellykselle,sävellyksenä,sävellykseksi,sävellyksettä
1312,jazz,jazz,jazzin,jazzin,jazzia,jazzissa,jazzista,jazziin,jazzilla,jazzilta,jazzille,jazzina,jazziksi,jazzitta
1313,osanottaja,osanottaja,osanottajan,osanottajan,osanottajaa,osanottajassa,osanottajasta,osanottajaan,osanottajalla,osanottajalta,osanottajalle,osanottajana,osanottajaksi,osanottajatta
1314,neuvo,neuvo,neuvon,neuvon,neuvoa,neuvossa,neuvosta,neuvoon,neuvolla,neuvolta,neuvolle,neuvona,neuvoksi,neuvotta
1315,keli,keli,kelin,kelin,keliä,kelissä,kelistä,keliin,kelillä,keliltä,kelille,kelinä,keliksi,kelittä
1316,jännitys,jännitys,jännityksen,jännityksen,jännitystä,jännityksessä,jännityksestä,jännitykseen,jännityksellä,jännitykseltä,jännitykselle,jännityksenä,jännitykseksi,jännityksettä
1317,puheenjohtajakausi,puheenjohtajakausi,puheenjohtajakauden,puheenjohtajakauden,puheenjohtajakautta,puheenjohtajakaudessa,puheenjohtajakaudesta,puheenjohtajakauteen,puheenjohtajakaudella,puheenjohtajakaudelta,puheenjohtajakaudelle,puheenjohtajakautena,puheenjohtajakaudeksi,puheenjohtajakaudetta
1318,heitto,heitto,heiton,heiton,heittoa,heitossa,heitosta,heittoon,heitolla,heitolta,heitolle,heittona,heitoksi,heitotta
1319,rinta,rinta,rinnan,rinnan,rintaa,rinnassa,rinnasta,rintaan,rinnalla,rinnalta,rinnalle,rintana,rinnaksi,rinnatta
1320,metalli,metalli,metallin,metallin,metallia,metallissa,metallista,metalliin,metallilla,metallilta,metallille,metallina,metalliksi,metallitta
1321,pyyntö,pyyntö,pyynnön,pyynnön,pyyntöä,pyynnössä,pyynnöstä,pyyntöön,pyynnöllä,pyynnöltä,pyynnölle,pyyntönä,pyynnöksi,pyynnöttä
1322,stadion,stadion,stadionin,stadionin,stadionia,stadionissa,stadionista,stadioniin,stadionilla,stadionilta,stadionille,stadionina,stadioniksi,stadionitta
1323,suo,suo,suon,suon,suota,suossa,suosta,suohon,suolla,suolta,suolle,suona,suoksi,suotta
1324,selvittäminen,selvittäminen,selvittämisen,selvittämisen,selvittämistä,selvittämisessä,selvittämisestä,selvittämiseen,selvittämisellä,selvittämiseltä,selvittämiselle,selvittämisenä,selvittämiseksi,selvittämisettä
1325,runoilija,runoilija,runoilijan,runoilijan,runoilijaa,runoilijassa,runoilijasta,runoilijaan,runoilijalla,runoilijalta,runoilijalle,runoilijana,runoilijaksi,runoilijatta
1326,insinööri,insinööri,insinöörin,insinöörin,insinööriä,insinöörissä,insinööristä,insinööriin,insinöörillä,insinööriltä,insinöörille,insinöörinä,insinööriksi,insinöörittä
1327,kärsimys,kärsimys,kärsimyksen,kärsimyksen,kärsimystä,kärsimyksessä,kärsimyksestä,kärsimykseen,kärsimyksellä,kärsimykseltä,kärsimykselle,kärsimyksenä,kärsimykseksi,kärsimyksettä
1328,systeemi,systeemi,systeemin,systeemin,systeemiä,systeemissä,systeemistä,systeemiin,systeemillä,systeemiltä,systeemille,systeeminä,systeemiksi,systeemittä
1329,hauta,hauta,haudan,haudan,hautaa,haudassa,haudasta,hautaan,haudalla,haudalta,haudalle,hautana,haudaksi,haudatta
1330,asetelma,asetelma,asetelman,asetelman,asetelmaa,asetelmassa,asetelmasta,asetelmaan,asetelmalla,asetelmalta,asetelmalle,asetelmana,asetelmaksi,asetelmatta
1331,rock,rock,rockin,rockin,rockia,rockissa,rockista,rockiin,rockilla,rockilta,rockille,rockina,rockiksi,rockitta
1332,ulkopolitiikka,ulkopolitiikka,ulkopolitiikan,ulkopolitiikan,ulkopolitiikkaa,ulkopolitiikassa,ulkopolitiikasta,ulkopolitiikkaan,ulkopolitiikalla,ulkopolitiikalta,ulkopolitiikalle,ulkopolitiikkana,ulkopolitiikaksi,ulkopolitiikatta
1333,vaalipiiri,vaalipiiri,vaalipiirin,vaalipiirin,vaalipiiriä,vaalipiirissä,vaalipiiristä,vaalipiiriin,vaalipiirillä,vaalipiiriltä,vaalipiirille,vaalipiirinä,vaalipiiriksi,vaalipiirittä
1334,siirtäminen,siirtäminen,siirtämisen,siirtämisen,siirtämistä,siirtämisessä,siirtämisestä,siirtämiseen,siirtämisellä,siirtämiseltä,siirtämiselle,siirtämisenä,siirtämiseksi,siirtämisettä
1335,viina,viina,viinan,viinan,viinaa,viinassa,viinasta,viinaan,viinalla,viinalta,viinalle,viinana,viinaksi,viinatta
1336,lenkki,lenkki,lenkin,lenkin,lenkkiä,lenkissä,lenkistä,lenkkiin,lenkillä,lenkiltä,lenkille,lenkkinä,lenkiksi,lenkittä
1337,tyyppi,tyyppi,tyypin,tyypin,tyyppiä,tyypissä,tyypistä,tyyppiin,tyypillä,tyypiltä,tyypille,tyyppinä,tyypiksi,tyypittä
1338,runkosarja,runkosarja,runkosarjan,runkosarjan,runkosarjaa,runkosarjassa,runkosarjasta,runkosarjaan,runkosarjalla,runkosarjalta,runkosarjalle,runkosarjana,runkosarjaksi,runkosarjatta
1339,olemassaolo,olemassaolo,olemassaolon,olemassaolon,olemassaoloa,olemassaolossa,olemassaolosta,olemassaoloon,olemassaololla,olemassaololta,olemassaololle,olemassaolona,olemassaoloksi,olemassaolotta
1340,artikkeli,artikkeli,artikkelin,artikkelin,artikkelia,artikkelissa,artikkelista,artikkeliin,artikkelilla,artikkelilta,artikkelille,artikkelina,artikkeliksi,artikkelitta
1341,formula,formula,formulan,formulan,formulaa,formulassa,formulasta,formulaan,formulalla,formulalta,formulalle,formulana,formulaksi,formulatta
1342,istunto,istunto,istunnon,istunnon,istuntoa,istunnossa,istunnosta,istuntoon,istunnolla,istunnolta,istunnolle,istuntona,istunnoksi,istunnotta
1343,olemus,olemus,olemuksen,olemuksen,olemusta,olemuksessa,olemuksesta,olemukseen,olemuksella,olemukselta,olemukselle,olemuksena,olemukseksi,olemuksetta
1344,puhelu,puhelu,puhelun,puhelun,puhelua,puhelussa,puhelusta,puheluun,puhelulla,puhelulta,puhelulle,puheluna,puheluksi,puhelutta
1345,synty,synty,synnyn,synnyn,syntyä,synnyssä,synnystä,syntyyn,synnyllä,synnyltä,synnylle,syntynä,synnyksi,synnyttä
1346,rytmi,rytmi,rytmin,rytmin,rytmiä,rytmissä,rytmistä,rytmiin,rytmillä,rytmiltä,rytmille,rytminä,rytmiksi,rytmittä
1347,vähemmistö,vähemmistö,vähemmistön,vähemmistön,vähemmistöä,vähemmistössä,vähemmistöstä,vähemmistöön,vähemmistöllä,vähemmistöltä,vähemmistölle,vähemmistönä,vähemmistöksi,vähemmistöttä
1348,yhdistelmä,yhdistelmä,yhdistelmän,yhdistelmän,yhdistelmää,yhdistelmässä,yhdistelmästä,yhdistelmään,yhdistelmällä,yhdistelmältä,yhdistelmälle,yhdistelmänä,yhdistelmäksi,yhdistelmättä
1349,huolto,huolto,huollon,huollon,huoltoa,huollossa,huollosta,huoltoon,huollolla,huollolta,huollolle,huoltona,huolloksi,huollotta
1350,johtopäätös,johtopäätös,johtopäätöksen,johtopäätöksen,johtopäätöstä,johtopäätöksessä,johtopäätöksestä,johtopäätökseen,johtopäätöksellä,johtopäätökseltä,johtopäätökselle,johtopäätöksenä,johtopäätökseksi,johtopäätöksettä
